Date,Price,Open,High,Low,Vol.,Change %
10-Dec-18,3460.50,"3,566.90","3,622.40","3,412.70",394.49K,-3.00%
9-Dec-18,3567.50,"3,430.30","3,677.60","3,424.20",327.93K,4.00%
8-Dec-18,3430.40,"3,422.30","3,507.70","3,302.90",424.40K,0.24%
7-Dec-18,3422.20,"3,508.90","3,626.60","3,251.80",639.33K,-2.46%
6-Dec-18,3508.60,"3,771.40","3,887.20","3,505.70",467.54K,-6.97%
5-Dec-18,3771.60,"3,958.10","3,974.10","3,765.20",341.60K,-4.72%
4-Dec-18,3958.50,"3,899.90","4,082.90","3,809.30",326.71K,1.56%
3-Dec-18,3897.80,"4,160.30","4,177.00","3,839.90",355.10K,-6.31%
2-Dec-18,4160.40,"4,196.20","4,316.10","4,105.30",298.63K,-0.85%
1-Dec-18,4196.20,"4,038.70","4,299.10","3,967.10",316.30K,3.87%
30-Nov-18,4039.70,"4,296.80","4,340.60","3,954.50",444.52K,-5.98%
29-Nov-18,4296.50,"4,265.50","4,440.10","4,140.60",414.46K,0.73%
28-Nov-18,4265.40,"3,866.40","4,391.80","3,866.40",533.04K,10.32%
27-Nov-18,3866.50,"3,840.30","3,920.60","3,687.80",457.27K,0.77%
26-Nov-18,3837.00,"4,061.00","4,179.00","3,679.80",571.04K,-5.54%
25-Nov-18,4062.20,"3,920.30","4,198.40","3,634.20",619.95K,3.62%
24-Nov-18,3920.40,"4,397.30","4,494.60","3,821.50",382.72K,-10.86%
23-Nov-18,4398.00,"4,360.90","4,455.60","4,223.70",348.99K,0.96%
22-Nov-18,4356.00,"4,646.40","4,695.70","4,346.70",261.85K,-6.09%
21-Nov-18,4638.70,"4,523.00","4,743.70","4,393.00",412.74K,2.52%
20-Nov-18,4524.60,"4,883.60","5,013.40","4,272.30",714.08K,-7.36%
19-Nov-18,4883.80,"5,660.40","5,662.50","4,831.10",478.26K,-13.69%
18-Nov-18,5658.30,"5,621.00","5,727.90","5,615.50",158.68K,0.65%
17-Nov-18,5621.80,"5,636.20","5,645.50","5,561.40",156.51K,-0.26%
16-Nov-18,5636.20,"5,723.50","5,747.70","5,539.70",224.12K,-1.45%
15-Nov-18,5718.90,"5,854.00","5,878.50","5,384.10",375.86K,-2.11%
14-Nov-18,5842.40,"6,428.90","6,453.30","5,619.20",438.21K,-9.13%
13-Nov-18,6429.20,"6,435.00","6,466.80","6,386.70",137.60K,-0.09%
12-Nov-18,6435.00,"6,445.00","6,475.90","6,409.40",130.16K,-0.17%
11-Nov-18,6446.10,"6,427.10","6,451.70","6,359.00",127.40K,0.30%
10-Nov-18,6427.10,"6,411.90","6,461.70","6,411.70",115.87K,0.24%
9-Nov-18,6412.00,"6,473.80","6,496.10","6,390.00",151.60K,-0.96%
8-Nov-18,6474.00,"6,565.30","6,577.30","6,466.30",159.30K,-1.39%
7-Nov-18,6565.30,"6,503.10","6,594.30","6,502.00",170.76K,0.96%
6-Nov-18,6502.80,"6,460.40","6,509.60","6,441.60",154.87K,0.67%
5-Nov-18,6459.70,"6,478.20","6,489.20","6,431.70",128.51K,-0.29%
4-Nov-18,6478.20,"6,386.20","6,508.90","6,359.70",128.76K,1.44%
3-Nov-18,6386.20,"6,424.50","6,429.50","6,346.20",112.84K,-0.60%
2-Nov-18,6424.70,"6,400.50","6,444.30","6,390.90",135.87K,0.38%
1-Nov-18,6400.50,"6,365.90","6,421.80","6,354.20",124.16K,0.54%
31-Oct-18,6365.90,"6,327.90","6,405.70","6,257.80",129.06K,0.64%
30-Oct-18,6325.70,"6,336.70","6,469.90","6,316.50",128.21K,-0.15%
29-Oct-18,6335.00,"6,486.10","6,498.40","6,310.50",160.52K,-2.33%
28-Oct-18,6486.10,"6,494.60","6,502.20","6,461.20",93.97K,-0.12%
27-Oct-18,6494.20,"6,510.00","6,534.00","6,473.70",76.72K,-0.24%
26-Oct-18,6510.00,"6,507.00","6,570.50","6,498.50",97.17K,0.05%
25-Oct-18,6507.00,"6,532.50","6,544.80","6,491.50",97.43K,-0.36%
24-Oct-18,6530.70,"6,531.20","6,593.80","6,522.60",98.74K,0.03%
23-Oct-18,6528.70,"6,558.60","6,573.60","6,500.50",108.86K,-0.41%
22-Oct-18,6555.80,"6,583.00","6,612.70","6,529.50",101.57K,-0.41%
21-Oct-18,6583.00,"6,575.90","6,643.10","6,568.00",92.94K,0.16%
20-Oct-18,6572.20,"6,511.70","6,593.70","6,495.90",97.77K,0.92%
19-Oct-18,6512.00,"6,576.40","6,603.20","6,506.90",121.44K,-0.94%
18-Oct-18,6574.10,"6,690.10","6,736.30","6,530.60",134.15K,-1.68%
17-Oct-18,6686.60,"6,718.90","6,745.90","6,637.80",136.71K,-0.28%
16-Oct-18,6705.30,"6,712.40","6,836.70","6,645.40",155.85K,0.08%
15-Oct-18,6699.80,"6,326.80","7,358.40","6,300.20",443.33K,5.90%
14-Oct-18,6326.80,"6,321.60","6,390.90","6,300.00",99.38K,0.08%
13-Oct-18,6321.70,"6,291.30","6,329.30","6,282.80",94.45K,0.48%
12-Oct-18,6291.30,"6,239.20","6,344.80","6,206.80",147.40K,0.84%
11-Oct-18,6239.10,"6,618.00","6,622.50","6,206.20",245.28K,-5.72%
10-Oct-18,6618.00,"6,650.60","6,653.50","6,526.00",101.93K,-0.49%
9-Oct-18,6650.80,"6,669.60","6,678.90","6,613.30",80.79K,-0.28%
8-Oct-18,6669.60,"6,611.00","6,699.50","6,589.90",119.68K,0.89%
7-Oct-18,6611.00,"6,596.30","6,633.90","6,523.80",77.06K,0.22%
6-Oct-18,6596.30,"6,639.10","6,661.50","6,550.40",9.18M,-0.65%
5-Oct-18,6639.10,"6,584.20","6,682.30","6,537.60",9.34M,0.83%
4-Oct-18,6584.20,"6,509.20","6,653.00","6,487.80",9.31M,1.17%
3-Oct-18,6507.80,"6,549.90","6,563.50","6,429.60",9.21M,-0.64%
2-Oct-18,6549.90,"6,608.20","6,645.70","6,034.90",9.34M,-0.88%
1-Oct-18,6608.20,"6,635.20","6,674.70","6,072.70",9.19M,-0.41%
30-Sep-18,6635.20,"6,603.90","6,673.90","6,533.50",9.34M,0.47%
29-Sep-18,6603.90,"6,633.90","6,648.40","6,464.40",9.42M,-0.48%
28-Sep-18,6636.00,"6,685.70","6,809.20","6,538.60",9.57M,-0.79%
27-Sep-18,6689.20,"6,463.70","6,738.30","6,428.80",9.34M,3.42%
26-Sep-18,6468.10,"6,443.00","6,551.90","6,384.10",8.64M,0.36%
25-Sep-18,6445.10,"6,590.60","6,590.60","5,977.00",7.34M,-2.11%
24-Sep-18,6584.10,"6,713.30","6,728.10","6,559.10",7.57M,-1.79%
23-Sep-18,6704.10,"6,729.60","6,789.40","6,666.40",7.34M,-0.38%
22-Sep-18,6729.60,"6,766.70","6,833.30","6,635.50",7.31M,-0.55%
21-Sep-18,6766.70,"6,490.90","6,780.50","6,489.80",7.73M,4.28%
20-Sep-18,6489.20,"6,390.40","6,537.50","6,346.40",5.18M,1.55%
19-Sep-18,6390.40,"6,342.00","6,478.70","6,144.50",3.54M,0.76%
18-Sep-18,6342.00,"6,251.90","6,388.80","6,228.80",2.82M,1.44%
17-Sep-18,6251.90,"6,500.20","6,533.50","6,215.90",3.26M,-3.82%
16-Sep-18,6500.20,"6,519.00","6,520.80","6,406.20",3.34M,-0.29%
15-Sep-18,6519.00,"6,482.60","6,562.90","6,470.30",3.16M,0.54%
14-Sep-18,6483.70,"6,482.90","6,579.40","6,412.10",3.20M,0.01%
13-Sep-18,6482.90,"6,338.00","6,867.30","6,337.80",3.53M,2.29%
12-Sep-18,6338.00,"6,293.90","6,353.50","6,204.50",3.04M,0.70%
11-Sep-18,6293.90,"6,320.70","6,391.80","6,189.60",3.30M,-0.43%
10-Sep-18,6321.00,"6,238.50","6,358.50","6,237.30",3.11M,1.32%
9-Sep-18,6238.50,"6,184.30","6,432.60","6,148.80",2.84M,0.88%
8-Sep-18,6184.30,"6,390.90","6,484.30","6,132.30",3.46M,-3.23%
7-Sep-18,6390.90,"6,514.10","6,540.60","6,316.20",3.30M,-1.89%
6-Sep-18,6514.00,"6,706.80","6,732.90","6,337.80",4.02M,-2.87%
5-Sep-18,6706.80,"7,377.50","7,407.50","6,691.80",4.55M,-9.09%
4-Sep-18,7377.50,"7,264.20","7,409.90","7,234.50",3.92M,1.56%
3-Sep-18,7264.20,"7,289.80","7,330.70","7,182.80",3.87M,-0.41%
2-Sep-18,7293.90,"7,189.60","7,334.80","7,117.30",3.90M,1.45%
1-Sep-18,7189.60,"7,032.40","7,264.30","7,020.40",3.52M,2.21%
31-Aug-18,7033.80,"6,993.70","7,080.20","6,698.00",4.21M,0.57%
30-Aug-18,6993.70,"7,029.20","7,050.20","6,798.00",3.74M,-0.50%
29-Aug-18,7029.10,"7,074.60","7,121.40","6,926.70",4.11M,-0.64%
28-Aug-18,7074.60,"6,897.60","7,129.70","6,861.20",3.79M,2.57%
27-Aug-18,6897.60,"6,712.70","6,902.90","6,650.40",3.26M,2.75%
26-Aug-18,6712.70,"6,734.90","6,892.70","6,573.10",3.37M,-0.33%
25-Aug-18,6734.80,"6,680.60","6,783.40","6,655.30",3.59M,0.81%
24-Aug-18,6680.40,"6,521.20","6,721.20","6,472.80",3.70M,2.44%
23-Aug-18,6521.20,"6,359.90","6,550.20","6,359.20",2.76M,2.54%
22-Aug-18,6359.60,"6,482.20","6,840.80","6,304.80",3.63M,-1.89%
21-Aug-18,6482.20,"6,268.10","6,484.10","6,257.40",1.46M,3.41%
20-Aug-18,6268.10,"6,474.20","6,516.40","6,255.90",3.10M,-3.29%
19-Aug-18,6481.50,"6,379.10","6,534.80","6,316.00",2.71M,1.61%
18-Aug-18,6379.10,"6,581.80","6,626.40","6,295.50",3.15M,-3.08%
17-Aug-18,6581.70,"6,306.70","6,581.70","6,291.80",3.20M,4.36%
16-Aug-18,6306.70,"6,256.90","6,470.90","6,249.80",3.50M,0.80%
15-Aug-18,6256.90,"6,190.20","6,592.80","6,177.90",3.74M,1.08%
14-Aug-18,6190.20,"6,255.30","6,255.30","5,898.30",3.66M,-1.04%
13-Aug-18,6255.30,"6,313.00","6,524.10","6,159.60",234.09K,-0.91%
12-Aug-18,6313.00,"6,232.10","6,453.00","6,169.80",216.33K,1.31%
11-Aug-18,6231.60,"6,152.80","6,469.60","6,009.80",247.34K,1.29%
10-Aug-18,6152.30,"6,539.50","6,570.20","6,043.40",298.82K,-5.91%
9-Aug-18,6538.80,"6,283.70","6,620.20","6,197.00",237.66K,4.06%
8-Aug-18,6283.60,"6,725.20","6,725.20","6,138.80",311.54K,-6.56%
7-Aug-18,6724.90,"6,943.60","7,149.70","6,689.90",232.48K,-3.15%
6-Aug-18,6943.60,"7,027.80","7,143.60","6,852.50",168.87K,-1.19%
5-Aug-18,7027.10,"7,014.00","7,087.60","6,887.90",177.64K,0.18%
4-Aug-18,7014.30,"7,418.90","7,484.20","6,949.70",222.57K,-5.46%
3-Aug-18,7419.00,"7,535.60","7,535.60","7,293.50",226.46K,-1.55%
2-Aug-18,7535.60,"7,606.40","7,701.40","7,470.60",216.34K,-0.93%
1-Aug-18,7606.40,"7,728.50","7,753.20","7,449.20",237.69K,-1.59%
31-Jul-18,7729.40,"8,176.40","8,176.50","7,649.80",266.94K,-5.48%
30-Jul-18,8177.10,"8,214.70","8,262.00","7,874.40",242.21K,-0.47%
29-Jul-18,8215.60,"8,231.50","8,275.40","8,113.30",155.24K,-0.22%
28-Jul-18,8234.10,"8,186.80","8,234.10","8,077.40",147.14K,0.57%
27-Jul-18,8187.40,"7,936.90","8,273.80","7,808.30",243.22K,3.15%
26-Jul-18,7937.00,"8,173.90","8,304.30","7,861.00",235.45K,-2.90%
25-Jul-18,8173.70,"8,404.90","8,484.60","8,062.10",269.23K,-2.78%
24-Jul-18,8407.00,"7,723.10","8,479.80","7,701.90",345.32K,8.86%
23-Jul-18,7723.00,"7,412.40","7,809.60","7,379.20",272.15K,4.19%
22-Jul-18,7412.30,"7,409.00","7,575.30","7,343.70",204.16K,0.05%
21-Jul-18,7408.70,"7,339.30","7,460.80","7,223.50",160.77K,0.95%
20-Jul-18,7339.40,"7,477.60","7,683.60","7,292.00",258.85K,-1.85%
19-Jul-18,7477.50,"7,383.90","7,558.40","7,288.80",247.25K,1.27%
18-Jul-18,7383.60,"7,321.60","7,581.20","7,249.30",333.32K,0.84%
17-Jul-18,7322.00,"6,729.80","7,453.20","6,666.00",337.75K,8.80%
16-Jul-18,6729.90,"6,362.80","6,749.20","6,344.10",312.12K,5.77%
15-Jul-18,6362.90,"6,254.80","6,399.60","6,238.50",180.67K,1.73%
14-Jul-18,6254.80,"6,229.50","6,313.50","6,192.50",243.71K,0.40%
13-Jul-18,6230.20,"6,250.80","6,333.80","6,144.50",233.22K,-0.33%
12-Jul-18,6250.60,"6,389.10","6,389.40","6,088.80",289.24K,-2.17%
11-Jul-18,6389.10,"6,307.20","6,409.70","6,296.60",243.82K,1.30%
10-Jul-18,6307.20,"6,668.40","6,686.80","6,291.50",315.27K,-5.40%
9-Jul-18,6667.10,"6,715.10","6,793.80","6,637.70",289.48K,-0.71%
8-Jul-18,6714.80,"6,765.40","6,784.00","6,694.30",267.60K,-0.75%
7-Jul-18,6765.50,"6,617.70","6,805.90","6,531.10",114.57K,2.23%
6-Jul-18,6617.70,"6,546.50","6,638.20","6,458.30",132.69K,1.09%
5-Jul-18,6546.50,"6,598.00","6,693.60","6,466.10",166.18K,-0.79%
4-Jul-18,6598.40,"6,513.80","6,774.50","6,442.30",143.04K,1.30%
3-Jul-18,6513.50,"6,618.60","6,676.60","6,513.50",150.19K,-1.60%
2-Jul-18,6619.50,"6,349.10","6,680.00","6,275.00",179.92K,3.97%
1-Jul-18,6366.80,"6,398.50","6,445.10","6,284.70",128.51K,-0.50%
30-Jun-18,6398.90,"6,213.40","6,498.50","6,204.00",189.33K,2.99%
29-Jun-18,6213.30,"5,883.20","6,284.90","5,818.50",206.96K,5.61%
28-Jun-18,5883.50,"6,154.90","6,178.40","5,854.00",156.05K,-4.41%
27-Jun-18,6154.90,"6,081.10","6,187.30","6,025.40",133.42K,1.20%
26-Jun-18,6082.10,"6,256.90","6,267.70","6,060.00",176.66K,-2.79%
25-Jun-18,6256.60,"6,155.10","6,331.20","6,101.70",210.69K,1.66%
24-Jun-18,6154.60,"6,167.90","6,248.30","5,785.30",240.60K,-0.21%
23-Jun-18,6167.30,"6,055.20","6,259.00","6,032.80",142.90K,1.84%
22-Jun-18,6055.70,"6,728.20","6,739.70","5,955.00",278.22K,-9.99%
21-Jun-18,6728.00,"6,765.80","6,797.50","6,695.10",99.29K,-0.55%
20-Jun-18,6765.40,"6,752.30","6,812.70","6,575.10",121.48K,0.19%
19-Jun-18,6752.40,"6,719.80","6,839.50","6,681.50",120.54K,0.49%
18-Jun-18,6719.80,"6,460.50","6,794.50","6,410.90",135.70K,4.02%
17-Jun-18,6460.30,"6,505.80","6,593.00","6,452.10",90.67K,-0.70%
16-Jun-18,6505.80,"6,410.00","6,564.20","6,358.00",108.79K,1.49%
15-Jun-18,6410.30,"6,647.30","6,655.80","6,395.70",143.53K,-3.56%
14-Jun-18,6647.10,"6,312.30","6,711.50","6,283.60",201.54K,5.30%
13-Jun-18,6312.30,"6,558.50","6,624.60","6,129.10",237.48K,-3.75%
12-Jun-18,6558.20,"6,885.90","6,887.20","6,476.00",178.26K,-4.76%
11-Jun-18,6885.90,"6,775.20","6,910.80","6,657.20",174.88K,1.64%
10-Jun-18,6775.10,"7,515.80","7,516.30","6,668.10",275.69K,-9.85%
9-Jun-18,7515.80,"7,622.10","7,689.00","7,493.30",97.56K,-1.40%
8-Jun-18,7622.10,"7,697.90","7,710.50","7,556.90",112.88K,-0.98%
7-Jun-18,7697.80,"7,661.00","7,754.70","7,657.70",124.00K,0.48%
6-Jun-18,7661.00,"7,631.50","7,699.10","7,504.40",130.66K,0.39%
5-Jun-18,7631.50,"7,507.40","7,672.60","7,391.00",145.23K,1.69%
4-Jun-18,7504.30,"7,729.30","7,759.90","7,468.40",141.01K,-2.91%
3-Jun-18,7729.30,"7,646.60","7,775.00","7,611.30",116.68K,1.08%
2-Jun-18,7646.60,"7,530.80","7,694.50","7,467.90",121.18K,1.54%
1-Jun-18,7530.80,"7,502.50","7,610.40","7,375.80",135.92K,0.38%
31-May-18,7502.60,"7,400.80","7,611.90","7,355.00",144.52K,1.39%
30-May-18,7400.10,"7,469.20","7,565.20","7,306.80",140.37K,-0.91%
29-May-18,7467.70,"7,119.30","7,533.00","7,069.80",186.97K,4.89%
28-May-18,7119.30,"7,367.30","7,446.90","7,090.60",152.29K,-3.36%
27-May-18,7366.70,"7,361.90","7,411.80","7,267.50",103.29K,0.07%
26-May-18,7361.30,"7,478.50","7,619.30","7,331.50",103.07K,-1.56%
25-May-18,7477.70,"7,593.90","7,653.40","7,355.60",161.82K,-1.52%
24-May-18,7592.90,"7,512.30","7,736.60","7,293.40",211.11K,1.07%
23-May-18,7512.30,"8,005.70","8,047.40","7,467.60",237.60K,-6.17%
22-May-18,8006.00,"8,403.80","8,414.50","7,979.30",137.51K,-4.73%
21-May-18,8403.30,"8,529.50","8,550.60","8,375.50",115.52K,-1.47%
20-May-18,8529.00,"8,243.90","8,580.40","8,184.70",113.76K,3.44%
19-May-18,8245.10,"8,244.70","8,389.10","8,153.20",107.89K,-0.01%
18-May-18,8245.70,"8,064.40","8,273.60","7,939.80",150.32K,2.27%
17-May-18,8063.00,"8,344.60","8,458.70","8,022.30",154.36K,-3.37%
16-May-18,8344.40,"8,477.00","8,496.40","8,120.10",188.03K,-1.56%
15-May-18,8477.00,"8,674.00","8,842.10","8,436.50",179.62K,-2.27%
14-May-18,8674.10,"8,693.40","8,878.30","8,305.10",212.05K,-0.22%
13-May-18,8693.50,"8,489.10","8,758.40","8,330.00",149.80K,2.77%
12-May-18,8459.50,"8,409.60","8,646.10","8,184.10",210.87K,0.61%
11-May-18,8408.30,"9,026.00","9,028.70","8,359.60",270.62K,-6.84%
10-May-18,9025.70,"9,319.20","9,393.30","9,013.40",152.71K,-3.15%
9-May-18,9319.10,"9,194.90","9,377.90","8,988.00",147.89K,1.33%
8-May-18,9196.40,"9,373.90","9,404.40","9,079.80",157.45K,-2.49%
7-May-18,9431.60,"9,651.10","9,675.60","9,204.20",165.08K,-2.33%
6-May-18,9656.40,"9,859.60","9,957.70","9,446.70",150.95K,-2.00%
5-May-18,9853.50,"9,709.50","9,992.80","9,691.30",158.45K,1.49%
4-May-18,9708.60,"9,747.60","9,800.90","9,549.00",161.55K,-0.42%
3-May-18,9749.70,"9,244.20","9,809.40","9,171.40",201.18K,5.48%
2-May-18,9243.20,"9,076.80","9,265.70","8,991.90",137.48K,1.85%
1-May-18,9074.90,"9,245.10","9,245.10","8,851.00",173.35K,-1.84%
30-Apr-18,9245.10,"9,415.80","9,456.70","9,135.40",156.83K,-1.80%
29-Apr-18,9415.10,"9,352.20","9,565.10","9,182.80",184.72K,0.67%
28-Apr-18,9352.40,"8,940.80","9,428.90","8,895.50",199.78K,4.60%
27-Apr-18,8940.90,"9,282.80","9,386.30","8,920.20",184.91K,-3.73%
26-Apr-18,9287.00,"8,874.50","9,303.60","8,669.80",248.39K,4.67%
25-Apr-18,8873.10,"9,645.00","9,753.10","8,768.10",395.67K,-8.01%
24-Apr-18,9645.30,"8,952.70","9,734.80","8,937.00",260.79K,7.73%
23-Apr-18,8952.80,"8,809.30","9,001.00","8,785.30",147.54K,1.66%
22-Apr-18,8806.70,"8,923.60","9,022.30","8,766.50",161.89K,-1.30%
21-Apr-18,8923.10,"8,867.00","9,027.70","8,614.50",206.01K,0.63%
20-Apr-18,8867.00,"8,292.30","8,926.20","8,224.50",225.96K,6.95%
19-Apr-18,8290.80,"8,179.00","8,303.70","8,126.70",155.08K,1.37%
18-Apr-18,8178.40,"7,908.50","8,227.60","7,895.30",163.26K,3.41%
17-Apr-18,7908.60,"8,070.00","8,171.70","7,852.80",162.59K,-2.00%
16-Apr-18,8070.00,"8,362.20","8,412.90","7,908.50",197.70K,-3.51%
15-Apr-18,8363.60,"8,004.60","8,411.50","8,004.60",160.26K,4.49%
14-Apr-18,8004.40,"7,891.10","8,180.20","7,839.30",164.71K,1.48%
13-Apr-18,7887.40,"7,926.90","8,228.00","7,756.60",296.95K,-0.49%
12-Apr-18,7926.60,"6,963.30","8,009.60","6,779.30",398.30K,13.85%
11-Apr-18,6962.10,"6,855.60","6,988.60","6,818.40",142.07K,1.56%
10-Apr-18,6854.80,"6,782.60","6,899.50","6,671.60",134.23K,1.08%
9-Apr-18,6781.90,"7,035.70","7,192.50","6,633.20",241.19K,-3.54%
8-Apr-18,7030.50,"6,905.90","7,113.40","6,903.90",132.51K,1.81%
7-Apr-18,6905.70,"6,624.50","7,071.90","6,616.10",177.10K,4.25%
6-Apr-18,6624.30,"6,783.70","6,859.70","6,523.40",174.90K,-2.33%
5-Apr-18,6782.00,"6,808.70","6,918.20","6,592.50",221.70K,-0.40%
4-Apr-18,6808.90,"7,423.80","7,432.90","6,726.90",239.51K,-8.29%
3-Apr-18,7424.20,"7,067.20","7,519.30","7,032.90",230.80K,5.03%
2-Apr-18,7068.40,"6,825.40","7,121.30","6,787.60",199.31K,3.56%
1-Apr-18,6825.20,"6,939.10","7,047.70","6,460.10",257.53K,-1.63%
31-Mar-18,6938.20,"6,856.50","7,221.50","6,804.90",245.30K,1.23%
30-Mar-18,6853.70,"7,132.40","7,288.10","6,603.80",417.31K,-3.86%
29-Mar-18,7129.20,"7,955.20","7,980.70","6,954.90",348.75K,-10.38%
28-Mar-18,7954.90,"7,803.00","8,110.40","7,754.50",167.36K,1.96%
27-Mar-18,7801.70,"8,146.50","8,218.30","7,760.60",223.10K,-4.20%
26-Mar-18,8143.50,"8,474.00","8,515.70","7,865.90",247.18K,-3.89%
25-Mar-18,8473.20,"8,549.10","8,679.00","8,392.20",149.52K,-0.87%
24-Mar-18,8547.40,"8,917.30","9,008.80","8,523.60",177.43K,-4.14%
23-Mar-18,8916.80,"8,725.30","8,917.00","8,305.60",210.11K,2.18%
22-Mar-18,8726.20,"8,903.70","9,096.20","8,499.10",223.01K,-2.02%
21-Mar-18,8905.90,"8,912.40","9,173.40","8,775.10",218.19K,-0.08%
20-Mar-18,8912.60,"8,614.10","9,039.60","8,326.80",253.44K,3.43%
19-Mar-18,8616.80,"8,200.90","8,698.30","8,127.70",316.96K,5.07%
18-Mar-18,8201.20,"7,873.20","8,283.60","7,323.30",348.02K,4.14%
17-Mar-18,7874.90,"8,198.00","8,344.80","7,760.20",208.05K,-5.00%
16-Mar-18,8289.20,"8,264.30","8,604.80","7,929.10",236.13K,0.30%
15-Mar-18,8264.40,"8,210.20","8,427.00","7,691.70",326.53K,0.66%
14-Mar-18,8210.60,"9,154.90","9,353.40","7,958.50",305.45K,-10.32%
13-Mar-18,9154.90,"9,138.70","9,482.00","8,875.10",239.46K,0.19%
12-Mar-18,9137.40,"9,535.80","9,892.20","8,804.10",257.91K,-4.12%
11-Mar-18,9529.60,"8,732.20","9,719.60","8,516.40",266.59K,8.76%
10-Mar-18,8762.00,"9,216.20","9,500.00","8,691.10",198.73K,-4.94%
9-Mar-18,9217.00,"9,301.90","9,420.50","8,351.00",371.46K,-0.89%
8-Mar-18,9300.00,"9,910.70","10,109.00","9,037.00",256.26K,-6.09%
7-Mar-18,9902.90,"10,779.00","10,899.00","9,422.10",284.54K,-7.23%
6-Mar-18,10675.10,"11,314.20","11,316.40","10,412.00",230.65K,-5.78%
5-Mar-18,11330.60,"11,415.70","11,506.90","11,281.20",162.11K,-0.75%
4-Mar-18,11416.50,"11,402.80","11,490.30","10,878.40",156.40K,0.12%
3-Mar-18,11402.30,"10,822.50","11,420.70","9,585.50",172.20K,5.31%
2-Mar-18,10827.70,"10,904.50","11,167.00","10,677.10",201.69K,-0.70%
1-Mar-18,10904.50,"10,335.10","11,047.80","10,248.70",188.77K,5.52%
28-Feb-18,10333.90,"10,584.40","11,070.70","10,303.40",215.22K,-2.46%
27-Feb-18,10594.40,"10,287.80","10,867.20","10,120.50",202.58K,3.01%
26-Feb-18,10285.10,"9,590.90","10,378.40","9,410.30",235.94K,7.30%
25-Feb-18,9585.20,"9,703.10","9,860.30","9,330.10",196.49K,-1.23%
24-Feb-18,9704.30,"10,163.80","10,506.10","9,394.50",239.16K,-4.58%
23-Feb-18,10170.40,"9,840.60","10,419.10","9,597.80",271.50K,3.34%
22-Feb-18,9841.70,"10,470.10","10,930.20","9,743.90",316.63K,-6.03%
21-Feb-18,10473.00,"11,240.90","11,289.70","10,252.20",327.14K,-6.81%
20-Feb-18,11238.70,"11,169.70","11,791.50","11,119.90",267.56K,0.62%
19-Feb-18,11169.40,"10,396.60","11,250.50","10,324.80",215.20K,7.41%
18-Feb-18,10398.80,"11,073.70","11,271.60","10,137.20",288.91K,-6.09%
17-Feb-18,11073.50,"10,177.30","11,095.90","10,070.90",224.76K,8.79%
16-Feb-18,10178.70,"10,031.30","10,294.30","9,707.70",206.44K,1.41%
15-Feb-18,10037.30,"9,475.60","10,206.80","9,348.50",291.28K,5.92%
14-Feb-18,9476.30,"8,542.60","9,500.00","8,541.60",246.88K,10.97%
13-Feb-18,8539.20,"8,906.20","8,942.70","8,378.00",195.87K,-4.09%
12-Feb-18,8903.50,"8,083.60","8,984.90","8,083.60",238.67K,10.17%
11-Feb-18,8081.90,"8,559.70","8,564.20","7,843.70",236.20K,-5.58%
10-Feb-18,8559.60,"8,697.30","9,066.60","8,172.20",263.53K,-1.61%
9-Feb-18,8699.80,"8,163.60","8,735.60","7,784.60",233.94K,6.56%
8-Feb-18,8164.20,"7,595.10","8,489.90","7,595.10",296.10K,7.50%
7-Feb-18,7594.70,"7,693.80","8,536.50","7,196.60",445.62K,-1.38%
6-Feb-18,7701.20,"6,939.30","7,896.20","5,996.60",886.88K,10.99%
5-Feb-18,6938.50,"8,220.80","8,383.20","6,651.90",593.89K,-15.61%
4-Feb-18,8222.20,"9,241.50","9,382.10","7,932.10",280.94K,-11.03%
3-Feb-18,9241.10,"8,894.40","9,506.90","8,249.30",248.71K,3.91%
2-Feb-18,8893.20,"9,179.80","9,201.40","7,915.80",519.40K,-3.14%
1-Feb-18,9181.10,"10,266.20","10,303.00","8,789.20",358.40K,-10.56%
31-Jan-18,10265.40,"10,166.30","10,397.70","9,742.20",208.47K,0.98%
30-Jan-18,10166.00,"11,244.50","11,277.20","9,917.70",264.72K,-9.59%
29-Jan-18,11244.80,"11,794.90","11,888.10","11,119.00",137.42K,-4.67%
28-Jan-18,11795.10,"11,471.20","12,112.70","11,433.30",154.63K,2.86%
27-Jan-18,11467.50,"11,118.00","11,621.70","10,908.40",163.49K,3.14%
26-Jan-18,11118.10,"11,203.10","11,655.30","10,389.40",253.91K,-0.76%
25-Jan-18,11203.00,"11,439.90","11,740.90","10,983.80",181.81K,-2.18%
24-Jan-18,11452.30,"10,899.40","11,549.50","10,584.50",136.06K,5.04%
23-Jan-18,10903.20,"10,869.00","11,438.00","10,056.60",188.37K,0.35%
22-Jan-18,10864.80,"11,597.50","11,970.90","10,136.80",201.73K,-6.30%
21-Jan-18,11594.90,"12,857.10","12,860.20","11,164.50",206.96K,-9.83%
20-Jan-18,12858.90,"11,579.20","13,082.20","11,567.30",143.90K,11.04%
19-Jan-18,11580.20,"11,229.60","11,973.20","10,901.50",170.74K,2.98%
18-Jan-18,11245.40,"11,202.00","12,004.70","10,660.20",242.45K,0.47%
17-Jan-18,11192.30,"11,357.70","11,769.60","9,271.30",361.80K,-1.49%
16-Jan-18,11362.00,"13,704.40","13,711.00","10,050.70",317.10K,-17.05%
15-Jan-18,13697.50,"13,695.50","14,396.60","13,475.40",73.27K,0.02%
